2022-05-16 16:05:603 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 16:05:02 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 17:05:39 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 17:05:24 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 17:05:518 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 17:05:762 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:192 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:550 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:192 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:774 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:442 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:819 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:408 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:784 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:118 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:790 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:66 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:889 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-16 18:05:173 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:349 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:847 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:938 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:505 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:328 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 09:05:719 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-17 10:05:862 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 20:05:988 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 20:05:277 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 20:05:978 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 21:05:221 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 21:05:509 INFO  HomePage :46 - clickOnSignIn : [[ChromeDriver: chrome on WINDOWS (c3fff32deab9bc3d23965b3d7daa6d7e)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-19 21:05:42 INFO  HomePage :76 - clickOnEmailToCreateAccount : [[ChromeDriver: chrome on WINDOWS (c3fff32deab9bc3d23965b3d7daa6d7e)] -> xpath: //input[@id='email_create']]
2022-05-19 21:05:269 INFO  HomePage :61 - clickOnCreateAccount : [[ChromeDriver: chrome on WINDOWS (c3fff32deab9bc3d23965b3d7daa6d7e)] -> xpath: //body[1]/div[1]/div[2]/div[1]/div[3]/div[1]/div[1]/div[1]/form[1]/div[1]/div[3]/button[1]/span[1]]
2022-05-19 21:05:712 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 21:05:257 INFO  HomePage :46 - clickOnSignIn : [[ChromeDriver: chrome on WINDOWS (283bea888d0481298c963ef43374e0d8)] -> xpath: //a[contains(text(),'Sign in')]]
2022-05-19 21:05:309 INFO  HomePage :70 - authenticationField : [[ChromeDriver: chrome on WINDOWS (283bea888d0481298c963ef43374e0d8)] -> xpath: //h1[contains(text(),'Authentication')]]
2022-05-19 21:05:501 INFO  ManageDriver :31 - Launching Chrome Browser
2022-05-19 21:05:113 INFO  HomePage :31 - clickOnWomen : [[ChromeDriver: chrome on WINDOWS (4a79098255c0446509b363a33e7ad38b)] -> xpath: //header/div[3]/div[1]/div[1]/div[6]/ul[1]/li[1]/a[1]]
2022-05-19 21:05:153 INFO  HomePage :68 - clickWomenText : [[ChromeDriver: chrome on WINDOWS (4a79098255c0446509b363a33e7ad38b)] -> xpath: //body/div[@id='page']/div[2]/div[1]/div[3]/div[2]/h1[1]/span[1]]
